lon,lat,alti  
-6.250833962112665, 53.349823448807
-6.240578116849065,53.346264995634556
-6.234148442745209,53.345749927684665
-6.2343010772019625,53.345629312098026
-6.2377341371029615,53.346079755574465
-6.241282029077411, 53.34753661416471
-6.241282029077411, 53.34753661416471
-6.2508339621126651763916015625,53.3498234488070011138916015625, 11.6000003814697265625
-6.25083086080849170684814453125,53.349802158772945404052734375, 11.6000003814697265625
-6.2507705949246883392333984375,53.34959437139332294464111328125, 12.19999980926513671875
-6.25066288746893405914306640625,53.3494113944470882415771484375, 12.80000019073486328125
-6.2506130151450634002685546875,53.34939085878431797027587890625, 12.80000019073486328125
-6.250579990446567535400390625,53.3494177646934986114501953125, 12.80000019073486328125
-6.25073052942752838134765625,53.34945707581937313079833984375, 12.6000003814697265625
-6.25086036510765552520751953125,53.34924115799367427825927734375, 12.3999996185302734375
-6.25086790882050991058349609375,53.3489812351763248443603515625, 11.80000019073486328125
-6.2508084811270236968994140625,53.34876674227416515350341796875, 12.19999980926513671875
-6.25073446892201900482177734375,53.34856130182743072509765625, 12.3999996185302734375
-6.25070194713771343231201171875,53.34852165542542934417724609375, 12.6000003814697265625
-6.25066372565925121307373046875,53.3484836854040622711181640625, 12.80000019073486328125
-6.25047446228563785552978515625,53.34833289496600627899169921875, 12.6000003814697265625
-6.250296346843242645263671875,53.34828444756567478179931640625, 13
-6.24996249563992023468017578125,53.34825494326651096343994140625, 14.19999980926513671875
-6.2499173171818256378173828125,53.34824857302010059356689453125, 14.19999980926513671875
-6.24981832690536975860595703125,53.3482412807643413543701171875, 14.3999996185302734375
-6.24955438077449798583984375,53.3482241816818714141845703125, 13.19999980926513671875
-6.24929445795714855194091796875,53.348190151154994964599609375, 11.6000003814697265625
-6.2491434998810291290283203125,53.3481621555984020233154296875, 11
-6.24880646355450153350830078125,53.34813139401376247406005859375, 9.6000003814697265625
-6.24847386963665485382080078125,53.34810038097202777862548828125, 7.599999904632568359375
-6.24814161099493503570556640625,53.3480657637119293212890625, 7
-6.24786299653351306915283203125,53.3479852974414825439453125, 7.400000095367431640625
-6.2478634156286716461181640625,53.34780248813331127166748046875, 6.80000019073486328125
-6.24789266847074031829833984375,53.347617499530315399169921875, 5.80000019073486328125
-6.24793876893818378448486328125,53.3474235422909259796142578125, 5
-6.24797883443534374237060546875,53.347221873700618743896484375, 4
-6.24800934456288814544677734375,53.3470238931477069854736328125, 3
-6.24799274839460849761962890625,53.3469467796385288238525390625, 2.599999904632568359375
-6.24770843423902988433837890625,53.3468636311590671539306640625, 2.2000000476837158203125
-6.2473799474537372589111328125,53.34682415239512920379638671875, 2
-6.24705313704907894134521484375,53.34678341634571552276611328125, 2
-6.24670964665710926055908203125,53.3467328734695911407470703125, 2.2000000476837158203125
-6.2463892064988613128662109375,53.34664243273437023162841796875, 2.599999904632568359375
-6.24609039165079593658447265625,53.346608988940715789794921875, 3.400000095367431640625
-6.24577514827251434326171875,53.346580155193805694580078125, 4
-6.245464347302913665771484375,53.3465119265019893646240234375, 4.80000019073486328125
-6.2451285682618618011474609375,53.3464586175978183746337890625, 5.599999904632568359375
-6.24479521997272968292236328125,53.34640371613204479217529296875, 6
-6.24448928050696849822998046875,53.34639650769531726837158203125, 5.19999980926513671875
-6.24414243735373020172119140625,53.34636859595775604248046875, 4.80000019073486328125
-6.2438320554792881011962890625,53.34633699618279933929443359375, 4.19999980926513671875
-6.24350021593272686004638671875,53.34631972946226596832275390625, 3.599999904632568359375
-6.243166364729404449462890625,53.34635459817945957183837890625, 3.2000000476837158203125
-6.24281759373843669891357421875,53.34634588100016117095947265625, 3.400000095367431640625
-6.24249254353344440460205078125,53.346241526305675506591796875, 3.599999904632568359375
-6.24220605008304119110107421875,53.34615410305559635162353515625, 4
-6.24188669957220554351806640625,53.34615343250334262847900390625, 4.19999980926513671875
-6.24157011508941650390625,53.3462034724652767181396484375, 4.599999904632568359375
-6.24124062247574329376220703125,53.34627128206193447113037109375, 5
-6.24090492725372314453125,53.346275724470615386962890625, 5
-6.24062991701066493988037109375,53.34626742638647556304931640625, 5
-6.24029765836894512176513671875,53.3462044782936573028564453125, 4.599999904632568359375
-6.24000705778598785400390625,53.34613666869699954986572265625, 4.19999980926513671875
-6.23969533480703830718994140625,53.346085958182811737060546875, 4
-6.23939056880772113800048828125,53.3460596390068531036376953125, 4
-6.2390582263469696044921875,53.3460556156933307647705078125, 4
-6.23871079646050930023193359375,53.3460299670696258544921875, 4
-6.238372586667537689208984375,53.34602124989032745361328125, 4
-6.2380470335483551025390625,53.34603256545960903167724609375, 3.7999999523162841796875
-6.2377193011343479156494140625,53.3460237644612789154052734375, 3
-6.23741378076374530792236328125,53.34601462818682193756103515625, 2.400000095367431640625
-6.2370760738849639892578125,53.34599384106695652008056640625, 2
-6.236766614019870758056640625,53.34595645777881145477294921875, 3.400000095367431640625
-6.236452795565128326416015625,53.345947824418544769287109375, 6
-6.23609832488000392913818359375,53.34593432955443859100341796875, 6
-6.2357941456139087677001953125,53.3459040708839893341064453125, 6
-6.23544973321259021759033203125,53.34587129764258861541748046875, 5.19999980926513671875
-6.2351075001060962677001953125,53.345864675939083099365234375, 5.19999980926513671875
-6.23478077352046966552734375,53.345843218266963958740234375, 5
-6.23444708995521068572998046875,53.34580340422689914703369140625, 4.599999904632568359375
-6.2341298349201679229736328125,53.345776163041591644287109375, 4.19999980926513671875
-6.2337868474423885345458984375,53.34576669149100780487060546875, 4
-6.23368777334690093994140625,53.34575177170336246490478515625, 4
-6.2338401563465595245361328125,53.3457297272980213165283203125, 4.19999980926513671875
-6.233897320926189422607421875,53.3457337506115436553955078125, 4.19999980926513671875
-6.2340956367552280426025390625,53.3457283861935138702392578125, 4.19999980926513671875
-6.23411650769412517547607421875,53.345739953219890594482421875, 4.19999980926513671875
-6.23414265923202037811279296875,53.3457310684025287628173828125, 4.19999980926513671875
-6.23405657708644866943359375,53.34571170620620250701904296875, 4.400000095367431640625
-6.2341336905956268310546875,53.34567901678383350372314453125, 4.400000095367431640625
-6.23410376720130443572998046875,53.34568739868700504302978515625, 4.400000095367431640625
-6.23419202864170074462890625,53.345653116703033447265625, 4.400000095367431640625
-6.23432437889277935028076171875,53.3456700481474399566650390625, 4.400000095367431640625
-6.234681196510791778564453125,53.3457107841968536376953125, 4.80000019073486328125
-6.23489317484200000762939453125,53.34572377614676952362060546875, 5.19999980926513671875
-6.2352174706757068634033203125,53.3457320742309093475341796875, 5.19999980926513671875
-6.2354233302175998687744140625,53.3457429707050323486328125, 5.19999980926513671875
-6.2357081472873687744140625,53.34574003703892230987548828125, 6
-6.23583018779754638671875,53.3457602374255657196044921875, 6
-6.23585307039320468902587890625,53.34576736204326152801513671875, 6
-6.23583680950105190277099609375,53.34577172063291072845458984375, 6
-6.2356288544833660125732421875,53.34580122493207454681396484375, 6
-6.2355319596827030181884765625,53.34580943919718265533447265625, 5.19999980926513671875
-6.235515363514423370361328125,53.3458225987851619720458984375, 5.19999980926513671875
-6.2354970909655094146728515625,53.34584288299083709716796875, 5.19999980926513671875
-6.2354974262416362762451171875,53.34585302509367465972900390625, 5.19999980926513671875
-6.2354452908039093017578125,53.34583123214542865753173828125, 5.19999980926513671875
-6.2351118586957454681396484375,53.345835506916046142578125, 5.19999980926513671875
-6.2348097749054431915283203125,53.34582586772739887237548828125, 5
-6.23460534028708934783935546875,53.3457991294562816619873046875, 4.80000019073486328125
-6.23427660204470157623291015625,53.34577959962189197540283203125, 4.400000095367431640625
-6.23405951075255870819091796875,53.3457652665674686431884765625, 4.19999980926513671875
-6.23406638391315937042236328125,53.3457324095070362091064453125, 4.19999980926513671875
-6.2340731732547283172607421875,53.3457337506115436553955078125, 4.19999980926513671875
-6.234180629253387451171875,53.3457672782242298126220703125, 4.19999980926513671875
-6.23438875190913677215576171875,53.3457692898809909820556640625, 4.599999904632568359375
-6.23451028950512409210205078125,53.3457696251571178436279296875, 4.599999904632568359375
-6.2348899058997631072998046875,53.3457625843584537506103515625, 5.19999980926513671875
-6.23525820672512054443359375,53.3457568846642971038818359375, 5.19999980926513671875
-6.23558585532009601593017578125,53.3457376062870025634765625, 5.19999980926513671875
-6.23577277176082134246826171875,53.34573584608733654022216796875, 6
-6.235884837806224822998046875,53.3457454852759838104248046875, 6
-6.23582993634045124053955078125,53.3457843773066997528076171875, 6
-6.2355859391391277313232421875,53.34579451940953731536865234375, 5.19999980926513671875
-6.2355069816112518310546875,53.345789574086666107177734375, 5.19999980926513671875
-6.235296092927455902099609375,53.345811367034912109375, 5.19999980926513671875
-6.235023848712444305419921875,53.34581874310970306396484375, 5.19999980926513671875
-6.2349227629601955413818359375,53.34581203758716583251953125, 5.19999980926513671875
-6.23475395143032073974609375,53.3457907475531101226806640625, 5
-6.2345539592206478118896484375,53.34578462876379489898681640625, 4.80000019073486328125
-6.23426302336156368255615234375,53.34576182998716831207275390625, 4.400000095367431640625
-6.23417166061699390411376953125,53.34574632346630096435546875, 4.19999980926513671875
-6.2340849079191684722900390625,53.34574104286730289459228515625, 4.19999980926513671875
-6.23409815132617950439453125,53.34572612307965755462646484375, 4.19999980926513671875
-6.23410594649612903594970703125,53.3457183279097080230712890625, 4.400000095367431640625
-6.2342183478176593780517578125,53.3457310684025287628173828125, 4.400000095367431640625
-6.23460919596254825592041015625,53.34573953412473201751708984375, 4.80000019073486328125
-6.23496986925601959228515625,53.3457377739250659942626953125, 5.19999980926513671875
-6.23508260585367679595947265625,53.34573551081120967864990234375, 5.19999980926513671875
-6.2351990304887294769287109375,53.34573316387832164764404296875, 5.19999980926513671875
-6.2353073246777057647705078125,53.34573031403124332427978515625, 5.19999980926513671875
-6.2356107495725154876708984375,53.345726542174816131591796875, 5.19999980926513671875
-6.235697083175182342529296875,53.3457277156412601470947265625, 6
-6.23576321639120578765869140625,53.345731906592845916748046875, 6
-6.2358387373387813568115234375,53.34575168788433074951171875, 6
-6.23581937514245510101318359375,53.3457713015377521514892578125, 6
-6.23553757555782794952392578125,53.34578429348766803741455078125, 5.19999980926513671875
-6.23537345789372920989990234375,53.34576820023357868194580078125, 5.19999980926513671875
-6.23517950065433979034423828125,53.3457773365080356597900390625, 5.19999980926513671875
-6.23507204465568065643310546875,53.3457719720900058746337890625, 5.19999980926513671875
-6.23497766442596912384033203125,53.34576702676713466644287109375, 5.19999980926513671875
-6.23486869968473911285400390625,53.34576954133808612823486328125, 5
-6.23475235886871814727783203125,53.34575763903558254241943359375, 5
-6.23443870805203914642333984375,53.34582754410803318023681640625, 4.599999904632568359375
-6.2342971377074718475341796875,53.3459412865340709686279296875, 4.400000095367431640625
-6.23407275415956974029541015625,53.3459178172051906585693359375, 4.19999980926513671875
-6.23385080136358737945556640625,53.345781527459621429443359375, 4.19999980926513671875
-6.23389774002134799957275390625,53.34576082415878772735595703125, 4.19999980926513671875
-6.2341999076306819915771484375,53.34571086801588535308837890625, 4.400000095367431640625
-6.23427006416022777557373046875,53.34571606479585170745849609375, 4.400000095367431640625
-6.23459025286138057708740234375,53.34574607200920581817626953125, 4.80000019073486328125
-6.234706677496433258056640625,53.3457521907985210418701171875, 5
-6.2350719608366489410400390625,53.3457666076719760894775390625, 5.19999980926513671875
-6.23517933301627635955810546875,53.34577180445194244384765625, 5.19999980926513671875
-6.2354803271591663360595703125,53.3457857184112071990966796875, 5.19999980926513671875
-6.23568492941558361053466796875,53.345792591571807861328125, 6
-6.2357760407030582427978515625,53.34579334594309329986572265625, 6
-6.23584502376616001129150390625,53.34578563459217548370361328125, 6
-6.2358967401087284088134765625,53.3457833714783191680908203125, 6
-6.23592029325664043426513671875,53.34578898735344409942626953125, 6
-6.2359000928699970245361328125,53.34579996764659881591796875, 6
-6.23558811843395233154296875,53.345820419490337371826171875, 5.19999980926513671875
-6.23544587753713130950927734375,53.3458430506289005279541015625, 5.19999980926513671875
-6.23521202243864536285400390625,53.3458326570689678192138671875, 5.19999980926513671875
-6.2349088490009307861328125,53.345808684825897216796875, 5.19999980926513671875
-6.234754286706447601318359375,53.3457954414188861846923828125, 5
-6.2347313202917575836181640625,53.3457934297621250152587890625, 5
-6.2345164082944393157958984375,53.34574707783758640289306640625, 4.599999904632568359375
-6.234256066381931304931640625,53.34573249332606792449951171875, 4.400000095367431640625
-6.23407141305506229400634765625,53.34574095904827117919921875, 4.19999980926513671875
-6.23410594649612903594970703125,53.34575797431170940399169921875, 4.19999980926513671875
-6.23442563228309154510498046875,53.3457967825233936309814453125, 4.599999904632568359375
-6.2347712181508541107177734375,53.345803320407867431640625, 5
-6.2352454662322998046875,53.3457867242395877838134765625, 5.19999980926513671875
-6.2353438697755336761474609375,53.34578630514442920684814453125, 5.19999980926513671875
-6.2355510704219341278076171875,53.34578990936279296875, 5.19999980926513671875
-6.2357403337955474853515625,53.34578295238316059112548828125, 6
-6.235838569700717926025390625,53.3457778394222259521484375, 6
-6.2358263321220874786376953125,53.34578529931604862213134765625, 6
-6.23560060746967792510986328125,53.3457605727016925811767578125, 5.19999980926513671875
-6.23545107431709766387939453125,53.34580927155911922454833984375, 5.19999980926513671875
-6.235211603343486785888671875,53.34581949748098850250244140625, 5.19999980926513671875
-6.23493458144366741180419921875,53.3457941003143787384033203125, 5.19999980926513671875
-6.23473458923399448394775390625,53.3457481674849987030029296875, 5
-6.2344453297555446624755859375,53.34569728933274745941162109375, 4.599999904632568359375
-6.23425983823835849761962890625,53.34564917720854282379150390625, 4.400000095367431640625
-6.233990192413330078125,53.3457330800592899322509765625, 4.19999980926513671875
-6.23402665369212627410888671875,53.34574255160987377166748046875, 4.19999980926513671875
-6.234114579856395721435546875,53.34575026296079158782958984375, 4.19999980926513671875
-6.2341378815472126007080078125,53.34574053995311260223388671875, 4.19999980926513671875
-6.234515570104122161865234375,53.3457786776125431060791015625, 4.599999904632568359375
-6.234851181507110595703125,53.34577809087932109832763671875, 5
-6.23519374988973140716552734375,53.34577188827097415924072265625, 5.19999980926513671875
-6.235408745706081390380859375,53.34577314555644989013671875, 5.19999980926513671875
-6.2356181256473064422607421875,53.34577926434576511383056640625, 5.19999980926513671875
-6.2357840873301029205322265625,53.345776163041591644287109375, 6
-6.23582893051207065582275390625,53.34577591158449649810791015625, 6
-6.23585164546966552734375,53.3457776717841625213623046875, 6
-6.23581920750439167022705078125,53.3457890711724758148193359375, 6
-6.23551293276250362396240234375,53.34581379778683185577392578125, 5.19999980926513671875
-6.235418133437633514404296875,53.34579016081988811492919921875, 5.19999980926513671875
-6.23511479236185550689697265625,53.3457697927951812744140625, 5.19999980926513671875
-6.23492754064500331878662109375,53.34575160406529903411865234375, 5.19999980926513671875
-6.2346900813281536102294921875,53.3457314036786556243896484375, 4.80000019073486328125
-6.234545409679412841796875,53.34570047445595264434814453125, 4.80000019073486328125
-6.23432337306439876556396484375,53.34562738426029682159423828125, 4.400000095367431640625
-6.23410795815289020538330078125,53.34575931541621685028076171875, 4.19999980926513671875
-6.234114579856395721435546875,53.3457577228546142578125, 4.19999980926513671875
-6.2342129833996295928955078125,53.34577473811805248260498046875, 4.400000095367431640625
-6.23455278575420379638671875,53.34579317830502986907958984375, 4.80000019073486328125
-6.23479158617556095123291015625,53.345799632370471954345703125, 5
-6.23502259142696857452392578125,53.34580742754042148590087890625, 5.19999980926513671875
-6.235140860080718994140625,53.345808684825897216796875, 5.19999980926513671875
-6.23545669019222259521484375,53.3458261191844940185546875, 5.19999980926513671875
-6.23564444482326507568359375,53.345837853848934173583984375, 6
-6.2357166968286037445068359375,53.34583751857280731201171875, 6
-6.23580227605998516082763671875,53.34584229625761508941650390625, 6
-6.23579422943294048309326171875,53.34584883414208889007568359375, 6
-6.23561418615281581878662109375,53.34588688798248767852783203125, 5.19999980926513671875
-6.23538603074848651885986328125,53.34586299955844879150390625, 5.19999980926513671875
-6.23516374267637729644775390625,53.3458678610622882843017578125, 5.19999980926513671875
-6.2349613197147846221923828125,53.3458628319203853607177734375, 5.19999980926513671875
-6.2347356788814067840576171875,53.3458393625915050506591796875, 5
-6.2345950305461883544921875,53.34580038674175739288330078125, 4.80000019073486328125
-6.23442269861698150634765625,53.34589040838181972503662109375, 4.599999904632568359375
-6.2341191060841083526611328125,53.3459074236452579498291015625, 4.19999980926513671875
-6.23403637669980525970458984375,53.3458510972559452056884765625, 4.19999980926513671875
-6.23402279801666736602783203125,53.34578923881053924560546875, 4.19999980926513671875
-6.234160177409648895263671875,53.34581547416746616363525390625, 4.19999980926513671875
-6.2345200963318347930908203125,53.345819413661956787109375, 4.599999904632568359375
-6.2347645126283168792724609375,53.3458234369754791259765625, 5
-6.2349760718643665313720703125,53.3458266220986843109130859375, 5.19999980926513671875
-6.2351824343204498291015625,53.34582276642322540283203125, 5.19999980926513671875
-6.2353800795972347259521484375,53.34583374671638011932373046875, 5.19999980926513671875
-6.23555861413478851318359375,53.3458450622856616973876953125, 5.19999980926513671875
-6.2356395833194255828857421875,53.34584833122789859771728515625, 6
-6.2357579357922077178955078125,53.34585805423557758331298828125, 6
-6.2358226440846920013427734375,53.34588001482188701629638671875, 6
-6.23560882173478603363037109375,53.345898874104022979736328125, 5
-6.23546197079122066497802734375,53.34590029902756214141845703125, 5
-6.2353599630296230316162109375,53.34585889242589473724365234375, 5.19999980926513671875
-6.23516441322863101959228515625,53.34585570730268955230712890625, 5.19999980926513671875
-6.234903149306774139404296875,53.34587045945227146148681640625, 5.19999980926513671875
-6.23469955287873744964599609375,53.34590633399784564971923828125, 4.80000019073486328125
-6.23458438552916049957275390625,53.34593919105827808380126953125, 4.80000019073486328125
-6.234447844326496124267578125,53.3460167236626148223876953125, 4.599999904632568359375
-6.23425045050680637359619140625,53.3460344932973384857177734375, 4.400000095367431640625
-6.23407007195055484771728515625,53.34601781331002712249755859375, 4.19999980926513671875
-6.23409722931683063507080078125,53.34599912166595458984375, 4.19999980926513671875
-6.23410888016223907470703125,53.34581446833908557891845703125, 4.19999980926513671875
-6.23412354849278926849365234375,53.3457894064486026763916015625, 4.19999980926513671875
-6.234194375574588775634765625,53.3457914181053638458251953125, 4.19999980926513671875
-6.2342817150056362152099609375,53.34578982554376125335693359375, 4.400000095367431640625
-6.2345985509455204010009765625,53.34579217247664928436279296875, 4.80000019073486328125
-6.23483533971011638641357421875,53.3457994647324085235595703125, 5
-6.2349435500800609588623046875,53.34579988382756710052490234375, 5.19999980926513671875
-6.23505913652479648590087890625,53.34579871036112308502197265625, 5.19999980926513671875
-6.23539541848003864288330078125,53.345809690654277801513671875, 5.19999980926513671875
-6.2355913035571575164794921875,53.34581782110035419464111328125, 5.19999980926513671875
-6.235759444534778594970703125,53.34583022631704807281494140625, 6
-6.235870420932769775390625,53.34583885967731475830078125, 6
-6.23587838374078273773193359375,53.34585352800786495208740234375, 6
-6.23564821667969226837158203125,53.34589744918048381805419921875, 6
-6.2354712747037410736083984375,53.34594053216278553009033203125, 5
-6.23529466800391674041748046875,53.345928378403186798095703125, 5
-6.2349720485508441925048828125,53.34592192433774471282958984375, 5
-6.234861575067043304443359375,53.3459221757948398590087890625, 5
-6.23471237719058990478515625,53.34596483968198299407958984375, 5
-6.23439512215554714202880859375,53.3462376706302165985107421875, 4.599999904632568359375
-6.234150119125843048095703125,53.34627513773739337921142578125, 4.19999980926513671875
-6.23402279801666736602783203125,53.34615938365459442138671875, 4
-6.23404928483068943023681640625,53.34610096178948879241943359375, 4.19999980926513671875
-6.234095133841037750244140625,53.34608503617346286773681640625, 4.19999980926513671875
-6.234520934522151947021484375,53.34598663263022899627685546875, 4.599999904632568359375
-6.2347289733588695526123046875,53.3459741435945034027099609375, 5
-6.23495201580226421356201171875,53.345956541597843170166015625, 5
-6.2350655905902385711669921875,53.34594841115176677703857421875, 5
-6.235398016870021820068359375,53.3459275402128696441650390625, 5
-6.235603876411914825439453125,53.3459191583096981048583984375, 5
-6.23577394522726535797119140625,53.3459077589213848114013671875, 6
-6.23582507483661174774169921875,53.34589895792305469512939453125, 6
-6.23591174371540546417236328125,53.34589694626629352569580078125, 6
-6.23607091605663299560546875,53.34601378999650478363037109375, 1
-6.23626537621021270751953125,53.3459982834756374359130859375, 1
-6.2365149892866611480712890625,53.34597162902355194091796875, 3.7999999523162841796875
-6.2366361916065216064453125,53.34595553576946258544921875, 3.599999904632568359375
-6.23681983910501003265380859375,53.34595897234976291656494140625, 3.2000000476837158203125
-6.2370162270963191986083984375,53.34592192433774471282958984375, 3
-6.2371055781841278076171875,53.345916979014873504638671875, 2.7999999523162841796875
-6.23718612827360630035400390625,53.345965929329395294189453125, 2.2000000476837158203125
-6.2371919117867946624755859375,53.3459637500345706939697265625, 2.2000000476837158203125
-6.23721580021083354949951171875,53.34598126821219921112060546875, 2
-6.237508915364742279052734375,53.34602929651737213134765625, 2.599999904632568359375
-6.23770999722182750701904296875,53.34607698954641819000244140625, 3.2000000476837158203125
-6.237840168178081512451171875,53.3460572920739650726318359375, 3.400000095367431640625
-6.2379814870655536651611328125,53.34604413248598575592041015625, 3.7999999523162841796875
-6.238175444304943084716796875,53.34607548080384731292724609375, 4
-6.2383144162595272064208984375,53.34608553908765316009521484375, 4
-6.2386258877813816070556640625,53.3460878022015094757080078125, 4
-6.23861993663012981414794921875,53.34611705504357814788818359375, 4
-6.23863234184682369232177734375,53.3461439609527587890625, 4
-6.238699145615100860595703125,53.3461679331958293914794921875, 4
-6.238723285496234893798828125,53.34619215689599514007568359375, 4
-6.23902226798236370086669921875,53.3462525904178619384765625, 4
-6.23935754410922527313232421875,53.3461273647844791412353515625, 4
-6.23967220075428485870361328125,53.3460854552686214447021484375, 4
-6.23997327871620655059814453125,53.346095345914363861083984375, 4.19999980926513671875
-6.240021474659442901611328125,53.3460988663136959075927734375, 4.19999980926513671875
-6.24004863202571868896484375,53.3461022190749645233154296875, 4.400000095367431640625
-6.24011811800301074981689453125,53.3461283706128597259521484375, 4.400000095367431640625
-6.24017603695392608642578125,53.34614287130534648895263671875, 4.400000095367431640625
-6.240437887609004974365234375,53.3462148718535900115966796875, 4.80000019073486328125
-6.2407280690968036651611328125,53.3462658338248729705810546875, 5
-6.24105270020663738250732421875,53.34627295844256877899169921875, 5
-6.2412893213331699371337890625,53.34631117992103099822998046875, 5
-6.24131103046238422393798828125,53.34632425568997859954833984375, 5
-6.24137557111680507659912109375,53.34636348299682140350341796875, 5
-6.241333074867725372314453125,53.3464965038001537322998046875, 5
-6.24125671572983264923095703125,53.34667847491800785064697265625, 5
-6.24121061526238918304443359375,53.3468612842261791229248046875, 10
-6.241156049072742462158203125,53.3470492064952850341796875, 9.80000019073486328125
-6.24110114760696887969970703125,53.3472347818315029144287109375, 9.6000003814697265625
-6.241058818995952606201171875,53.34742228500545024871826171875, 9.80000019073486328125
-6.24128202907741069793701171875,53.34753661416471004486083984375, 10.3999996185302734375
